label,left_addressCountry,left_addressLocality,left_postalCode,left_streetAddress,right_addressCountry,right_addressLocality,right_postalCode,right_streetAddress
,EE,Urmasland,21111,Anna Fork 68,AT,Herzogenburg,,Josef-Haderer-Ring 12
,NL,Hoofddorp,5788 LP,Saarsteeg 12,NL,Boerakker,,Tijnring 65
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,AT,Leoben,,Konstantin-Koller-Ring 94
,AT,Sankt Valentin,3787,Cornelius-Mitterer-Ring 83,EE,East Tiiuton,,Rand Point 116
,EE,Langtown,76772,Anna Inlet 146,NL,Echteld,,Bilalring 122
,EE,North Aivarstad,78822,Indrek Stream 2,AT,Althofen,,Mark-Rossmann-Ring 140
,AT,Klagenfurt,4852,Klausring 2,AT,Krems an der Donau,,Foidlstr. 65
,NL,Beerze,2439 GU,Pepijnsteeg 115,AT,Villach,,Verena-Riedmann-Straße 92
,EE,Triinfurt,51891,Pukk Mission 3,EE,North Aivarstad,,Indrek Stream 2
,EE,Annaview,19618,Aino Divide 11,NL,Achtmaal,,Suzeweg 129
,NL,Tripscompagnie,8550 YW,Veerlehof 31,AT,Althofen,,Mark-Rossmann-Ring 140
,EE,Kasemaabury,83887,Tiiu Port 116,AT,Jennersdorf,,Nikola-Schwab-Ring 3
,NL,Makkum,1350 SM,Noortjesteeg 33,AT,Mank,,Voglring 145
,EE,East Sander,51250,Urb Point 70,AT,Schrattenthal,,Elisabeth-Rössler-Ring 94
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,NL,Venhorst,,Mikastraat 133
,NL,Hekelingen,8055 SW,Azraweg 17,NL,Vries,,Youssefdreef 133
,AT,Fürstenfeld,9237,Nikolina-Kucera-Straße 39,AT,Ternitz,,Justin-Gross-Straße 126
,AT,Schrems,6626,Matheo-Aschauer-Platz 119,NL,Voorthuizen,,Tiesweg 137
,EE,East Valentinaside,86682,Mihkel Well 135,EE,West Sirjetown,,Kolk Stream 78
,AT,Wolfsberg,8575,Laureen-Heindl-Gasse 109,NL,Simpelveld,,Sennasteeg 120
,NL,Oldenzijl,4196 EO,Felixstraat 76,EE,Lake Triin,,Aasa Land 144
,NL,Lobith,5348 TT,Samsteeg 87,EE,Vladimirville,,Maria Stream 106
,NL,Makkum,1350 SM,Noortjesteeg 33,AT,Rottenmann,,Madeleine-Teufl-Ring 6
,EE,Annaview,92404,Nadežda Spring 67,AT,Mürzzuschlag,,Tiffany-Wimmer-Weg 50
,EE,Lake Andreshaven,70072,Nõmme Hollow 68,AT,Poysdorf,,Reichlgasse 149
,EE,Tiitside,89287,Valentina Stravenue 16,NL,Zijdewind,,Aydenstraat 36
,EE,Port Alekseiland,37382,Aino Plains 117,EE,Jevgenifort,,Kadri Island 34
,NL,Farmsum,2103 QS,Esmeeweg 105,AT,Rottenmann,,Maida-Kocher-Straße 11
,AT,Feldkirchen,9505,Wirthstraße 27,AT,Wiener Neustadt,,Kernring 18
,EE,South Jüri,41096,Sarap Crest 87,NL,Bakhuizen,,Meikelaan 31
,NL,Echteld,7621 AK,Bilalring 122,NL,Tienray,,Evelienpad 133
,AT,Drosendorf-Zissersdorf 1,2067,Maurerstraße 58,EE,Tiitside,,Valentina Stravenue 16
,NL,Wieringerwaard,4884 ND,Sennapad 149,NL,Beerze,,Pepijnsteeg 115
,NL,Oldenzijl,4196 EO,Felixstraat 76,AT,Groß-Enzersdorf,,Katharina-Stecher-Ring 136
,EE,Remmelview,87595,Nurk Forges 31,NL,Hekelingen,,Azraweg 17
,EE,Lake Andreshaven,70072,Nõmme Hollow 68,EE,Lake Tõnushire,,Aivar Street 42
,NL,Boerakker,1371 WB,Tijnring 65,NL,Ewijk,,Lukahof 42
,EE,Port Alekseiland,37382,Aino Plains 117,AT,Mattersburg,,Jasmine-Puntigam-Platz 74
,NL,Voorthuizen,1552 NU,Tiesweg 137,NL,Slijkenburg,,Joëlboulevard 47
,EE,Port Viktor,23734,Anu Isle 106,EE,Lake Tõnushire,,Aivar Street 42
,EE,Elenafort,10405,Sergey Forge 83,NL,Oppenhuizen,,Milahof 74
,EE,East Sergey,30532,Tarmo Lake 92,EE,Enebury,,Müür Park 111
,AT,Schrattenthal,9535,Loiblplatz 8,NL,Lathum,,Amberhof 92
,AT,Leibnitz,7672,Doblerplatz 23,EE,Mägichester,,Sokolov Turnpike 148
,EE,North Jekaterinastad,97935,Pavel Lock 86,NL,Udenhout,,Milanpad 127
,AT,Mank,9672,Hoferplatz 2,AT,Bad Hall,,Fritschstraße 10
,EE,Ülleview,82106,Valeri Locks 82,EE,West Triin,,Nõmmik Views 107
,EE,Enebury,74120,Müür Park 111,AT,Eggenburg,,Veronika-Himmelbauer-Straße 79
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,AT,Gmunden,,Marie-Jung-Ring 148
,EE,Elenaville,91331,Maksim Crest 99,NL,Voorthuizen,,Tiesweg 137
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,AT,Liezen,,Lily-Rechberger-Ring 65
,NL,Hierden,5852 XF,Zoëweg 54,NL,Hekelingen,,Azraweg 17
,AT,Traun,9775,Igor-Grüner-Weg 111,EE,East Nikolai,,Tarassov Mission 81
,NL,Hierden,5852 XF,Zoëweg 54,NL,Echteld,,Bilalring 122
,AT,Poysdorf,9968,Reichlgasse 149,AT,Ybbs an der Donau,,Helmstr. 61
,EE,North Tiiuville,20501,Reet Club 38,AT,Ybbs an der Donau,,Helmstr. 61
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,NL,Schaijk,,Juliesingel 112
,EE,West Anna,34769,Olga Key 51,AT,Frohnleiten,,Reichmannweg 137
,AT,Poysdorf,9968,Reichlgasse 149,AT,Stadtschlaining,,Joshua-Holzmann-Ring 35
,AT,Kindberg,3707,Selena-Rohrer-Gasse 137,EE,Aderport,,Nikiforov Mountains 28
,EE,North Sergeiburgh,56893,Villemson Ranch 78,AT,Sankt Valentin,,Cornelius-Mitterer-Ring 83
,AT,Mank,3433,Voglring 145,AT,Marchtrenk,,Hofstätterring 12
,NL,Reeuwijk,9251 OB,Jurrering 133,NL,Egmond-Binnen,,Gerritring 67
,EE,Lake Andreshaven,70072,Nõmme Hollow 68,EE,Kristiinaburgh,,Reet Port 145
,AT,Neulengbach,1341,Haasstr. 75,AT,Sankt Valentin,,Kalteneggerring 37
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,NL,Blesdijke,,Carlijnsteeg 86
,EE,West Triin,45898,Nõmmik Views 107,AT,Rottenmann,,Madeleine-Teufl-Ring 6
,AT,Landeck,2308,Fitzstraße 14,NL,Grubbenvorst,,Johannasingel 43
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,NL,Hoofddorp,,Saarsteeg 12
,AT,Straßburg,8357,Pollakplatz 110,EE,Põderberg,,Ossipov Road 24
,NL,Renesse,9458 SS,Britthof 19,AT,Hartberg,,Arda-Haindl-Ring 86
,EE,South Meelis,74495,Aleksandr Pines 41,AT,Krems an der Donau,,Foidlstr. 65
,EE,Vladimirville,84750,Maria Stream 106,EE,Gontšarovburgh,,Tiina Brooks 18
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,AT,Traun,,Igor-Grüner-Weg 111
,NL,Vuren,2498 UD,Aliciahof 116,AT,Hainfeld,,Zettlplatz 114
,AT,Amstetten,9831,Reischlstraße 16,NL,Mander,,Mehmetstraat 86
,EE,Enebury,74120,Müür Park 111,AT,Mistelbach an der Zaya,,Adamweg 34
,NL,Tienray,9511 QK,Evelienpad 133,EE,Vladimirville,,Maria Stream 106
,EE,Viksburgh,72061,Viktor Points 24,AT,Altheim,,Manuel-Schwendinger-Weg 5
,EE,Pulkmouth,57994,Kalmus Trail 111,NL,Helvoirt,,Beratbaan 11
,AT,Groß-Enzersdorf,5588,Katharina-Stecher-Ring 136,AT,Innsbruck,,Leopold-Krainer-Platz 29
,NL,Bakhuizen,2328 GS,Meikelaan 31,AT,Waidhofen an der Thaya,,Erhartstraße 85
,NL,Hoofddorp,5788 LP,Saarsteeg 12,AT,Mariazell,,Richard-Gamsjäger-Weg 134
,AT,Innsbruck,6940,Ava-Schütz-Gasse 99,AT,Dürnstein,,Dana-Neumayr-Straße 111
,NL,Mander,9197 HA,Mehmetstraat 86,NL,Makkum,,Tarasteeg 102
,AT,Schrattenthal,9535,Loiblplatz 8,EE,Port Viktor,,Anu Isle 106
,AT,Enns,2160,Alara-Reif-Weg 88,EE,Remmelview,,Nurk Forges 31
,EE,East Siimland,23309,Kondratjev Pike 122,AT,Purbach am Neusiedler See,,Milo-Jauk-Ring 63
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,EE,New Valentina,,Suvi Springs 104
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,NL,Velserbroek,,Damianhof 129
,EE,Lake Raivo,33773,Sutt Route 145,NL,Laag-Keppel,,Emmabaan 11
,EE,South Kristi,80489,Galina Villages 104,NL,Uithoorn,,Sebastiaanhof 142
,NL,Monster,6397 YM,Joepboulevard 18,EE,New Roman,,Katrin Spur 147
,EE,West Anna,34769,Olga Key 51,NL,Wieringerwaard,,Sennapad 149
,AT,Wels,5487,Laureen-Brenner-Ring 121,NL,Vries,,Youssefdreef 133
,AT,Leibnitz,5161,Pendlring 71,NL,Kerkrade,,Lilysingel 63
,AT,Völkermarkt,7251,John-Varga-Straße 113,EE,Piretbury,,Laura Corners 45
,EE,Reetbury,64161,Kaasik Field 107,NL,Voorburg,,Juulsteeg 36
,NL,Wapse,6493 TX,Aaliyahdreef 118,AT,Wels,,Laureen-Brenner-Ring 121
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,AT,Braunau am Inn,,Jasper-Heller-Gasse 49
,NL,Kerkrade,2575 PB,Lilysingel 63,AT,Marchtrenk,,Hofstätterring 12
,EE,Maiefurt,41478,Oras Locks 130,AT,Hartberg,,Arda-Haindl-Ring 86
,NL,Wieringerwaard,4884 ND,Sennapad 149,EE,Mägichester,,Sokolov Turnpike 148
,NL,Beerze,2439 GU,Pepijnsteeg 115,NL,Renesse,,Britthof 19
,AT,Baden,2908,Danilo-Mitterlehner-Gasse 113,EE,Piretbury,,Laura Corners 45
,EE,Tõnuland,95547,Riina Gardens 123,NL,Tonden,,Sophiepad 68
,NL,Bovenkarspel,1203 IS,Annemijnboulevard 149,AT,Ebenfurth,,Levi-Schweiger-Weg 114
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,NL,Nieuwe Wetering,,Fatimasteeg 138
,AT,Fürstenfeld,2510,Marvin-Jahn-Straße 111,AT,Frohnleiten,,Vito-Tanzer-Ring 46
,AT,Rottenmann,4634,Lara-Schön-Weg 67,AT,Radenthein,,Stecherstraße 1
,EE,Alexandermouth,54606,Jaan River 88,NL,Westerhoven,,Sebastiaanhof 113
,AT,Fürstenfeld,2510,Marvin-Jahn-Straße 111,EE,East Siimland,,Kondratjev Pike 122
,AT,Gänserndorf,8049,Nikolai-Scheucher-Ring 93,AT,Gmunden,,Marie-Jung-Ring 148
,EE,Aderport,41550,Nikiforov Mountains 28,AT,Wilhelmsburg,,Aichingerweg 17
,EE,New Roman,13028,Katrin Spur 147,NL,Udenhout,,Milanpad 127
,AT,Schrems,5265,Richard-Dorner-Weg 104,EE,Ülleview,,Valeri Locks 82
,AT,Mank,9672,Hoferplatz 2,AT,Neulengbach,,Haasstr. 75
,AT,Poysdorf,9968,Reichlgasse 149,AT,Judenburg,,Jennifer-Bernhard-Gasse 77
,AT,Köflach,1969,Fleischmanngasse 147,NL,Loënga,,Nadiaring 94
,EE,Viktoriashire,33402,Tamme Port 139,EE,Jaanusburgh,,Gontšarov Square 129
,AT,Straßburg,8357,Pollakplatz 110,AT,Jennersdorf,,Nikola-Schwab-Ring 3
,EE,Aderport,41550,Nikiforov Mountains 28,AT,Marchtrenk,,Hofstätterring 12
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,NL,Vorden,,Kyanboulevard 125
,AT,Mautern an der Donau,4451,Draxlergasse 17,NL,Hidaard,,Jasperhof 106
,AT,Hainfeld,7929,Zettlplatz 114,EE,North Jekaterinastad,,Pavel Lock 86
,NL,Beerze,2439 GU,Pepijnsteeg 115,AT,Bad Hall,,Voglerstr. 135
,NL,Basse,5137 CW,Amirabaan 48,NL,Lobith,,Samsteeg 87
,NL,Tonden,6650 HE,Sophiepad 68,EE,East Juri,,Pavel Radial 80
,NL,Hidaard,1008 JC,Jasperhof 106,EE,Tiitside,,Valentina Stravenue 16
,NL,Beutenaken,7993 AP,Gijsweg 99,AT,Wiener Neustadt,,Kernring 18
,EE,West Andrei,67560,Jelena Rapid 28,EE,Mägichester,,Sokolov Turnpike 148
,EE,North Kristina,64165,Kilk Corner 132,NL,Vries,,Youssefdreef 133
,AT,Wiener Neustadt,1976,Kernring 18,AT,Klagenfurt,,Klausring 2
,AT,Mattersburg,3850,Jasmine-Puntigam-Platz 74,EE,North Irinaborough,,Priit Mount 91
,NL,Beerze,2439 GU,Pepijnsteeg 115,EE,Port Alekseiland,,Aino Plains 117
,NL,Oppenhuizen,7639 KX,Milahof 74,AT,Rottenmann,,Madeleine-Teufl-Ring 6
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,AT,Innsbruck,,Leopold-Krainer-Platz 29
,AT,Wieselburg,2431,Ellergasse 123,EE,Annaview,,Aino Divide 11
,NL,Ansen,8813 TF,Stefring 97,EE,Port Antsmouth,,Raag Stream 119
,NL,Sint Jansklooster,9210 KF,Noorweg 85,AT,Wieselburg,,Alexandra-Hartl-Ring 8
,EE,East Sander,51250,Urb Point 70,AT,Bad Radkersburg,,Wöhrerplatz 23
,NL,Nieuwe Wetering,7551 DV,Fatimasteeg 138,AT,Rottenmann,,Lara-Schön-Weg 67
,AT,Marchtrenk,4437,Hofstätterring 12,AT,Mariazell,,Matilda-Scherzer-Gasse 129
,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26,EE,Remmelview,,Nurk Forges 31
,EE,Anneshire,31221,Rosenberg Crossroad 115,EE,West Sirjetown,,Kolk Stream 78
,EE,Eveshire,98391,Tamara Trafficway 105,AT,Waidhofen an der Thaya,,Wilfingerring 135
,EE,Tiitside,89287,Valentina Stravenue 16,NL,Vries,,Youssefdreef 133
,NL,Lobith,5348 TT,Samsteeg 87,NL,Beerze,,Pepijnsteeg 115
,AT,Althofen,2500,Mark-Rossmann-Ring 140,AT,Villach,,Verena-Riedmann-Straße 92
,EE,Jaanusborough,52268,Diana Island 107,AT,Braunau am Inn,,Jasper-Heller-Gasse 49
,AT,Liezen,4309,Lily-Rechberger-Ring 65,EE,Lake Annelistad,,Laura Lodge 8
,AT,Frohnleiten,1017,Juliana-Kössler-Ring 18,AT,Trieben,,Melisa-Werner-Straße 111
,AT,Hainburg an der Donau,5910,Stefanie-Suppan-Ring 31,AT,Landeck,,Fitzstraße 14
,AT,Braunau am Inn,3125,Jasper-Heller-Gasse 49,AT,Ternitz,,Justin-Gross-Straße 126
,AT,Trieben,3252,Melisa-Werner-Straße 111,EE,Andreiside,,Anne Stravenue 82
,NL,Wieringerwaard,4884 ND,Sennapad 149,EE,Kisseljovside,,Aleksandr Knolls 104
,NL,Ansen,8813 TF,Stefring 97,EE,East Nikolai,,Tarassov Mission 81
,EE,Õunburgh,72780,Nadežda Parkway 139,NL,Empe,,Kayleighpad 142
,AT,Kindberg,3707,Selena-Rohrer-Gasse 137,NL,Voorburg,,Juulsteeg 36
,EE,North Tiiuville,20501,Reet Club 38,AT,Trieben,,Frida-Yilmaz-Gasse 127
,AT,Schrattenthal,5869,Elisabeth-Rössler-Ring 94,EE,Lake Andreshaven,,Nõmme Hollow 68
,NL,Westerhoven,4010 ND,Sebastiaanhof 113,NL,Oppenhuizen,,Milahof 74
,EE,Gontšarovburgh,53738,Tiina Brooks 18,NL,Angeren,,Daniweg 69
,EE,New Roman,13028,Katrin Spur 147,AT,Freistadt,,Buchbergerring 81
,NL,Punthorst,7086 LB,Larastraat 137,EE,West Mihkelton,,Maslov Walk 8
,AT,Wieselburg,2431,Ellergasse 123,NL,Nieuwe Wetering,,Fatimasteeg 138
,EE,Toomasberg,18879,Anu Trace 90,NL,Renesse,,Britthof 19
,EE,East Sander,51250,Urb Point 70,EE,Viktoriashire,,Tamme Port 139
,EE,New Viktoria,59270,Marek Fords 19,NL,Bakhuizen,,Meikelaan 31
,EE,New Jelena,89190,Kristi Creek 38,AT,Zwettl,,Jessica-Bachmann-Straße 83
,AT,Gföhl,7399,Rosa-Sorger-Straße 82,AT,Schrattenthal,,Loiblplatz 8
,EE,South Marina,83491,Kuningas Pike 147,EE,Malleton,,Raadik Junctions 95
,AT,Gmunden,9449,Aignergasse 94,AT,Trieben,,Frida-Yilmaz-Gasse 127
,AT,Schrattenthal,5869,Elisabeth-Rössler-Ring 94,EE,North Irinaborough,,Priit Mount 91
,EE,North Romanfurt,31917,Priit Street 91,NL,Uithoorn,,Sebastiaanhof 142
,NL,Deest,4644 TX,Mayastraat 90,AT,Hainburg an der Donau,,Stefanie-Suppan-Ring 31
,NL,Simpelveld,2743 UN,Sennasteeg 120,EE,North Jekaterinastad,,Pavel Lock 86
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,NL,Nieuw-Weerdinge,,Deandreef 26
,NL,Echteld,7621 AK,Bilalring 122,AT,Scheibbs,,Höflergasse 51
,AT,Köflach,1969,Fleischmanngasse 147,AT,Hainfeld,,Zettlplatz 114
,AT,Kindberg,3707,Selena-Rohrer-Gasse 137,NL,Tonden,,Sophiepad 68
,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3,NL,Echteld,,Bilalring 122
,AT,Innsbruck,6940,Ava-Schütz-Gasse 99,AT,Gmunden,,Winterstr. 10
,NL,Oud Zuilen,5579 YN,Lukassteeg 84,NL,Voorthuizen,,Tiesweg 137
,EE,West Sirjetown,55098,Kolk Stream 78,NL,Echteld,,Berendpad 16
,NL,Blokzijl,8697 EV,Madeliefstraat 141,AT,Stadtschlaining,,Joshua-Holzmann-Ring 35
,NL,Hoofddorp,5788 LP,Saarsteeg 12,AT,Bruck an der Leitha,,Larissa-Eberharter-Ring 62
,AT,Mistelbach an der Zaya,1305,Adamweg 34,AT,Oberwälz,,Schützstraße 103
,NL,Ansen,8813 TF,Stefring 97,EE,Annaview,,Aino Divide 11
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,AT,Schrattenthal,,Elisabeth-Rössler-Ring 94
,NL,Hekelingen,8055 SW,Azraweg 17,NL,Blesdijke,,Carlijnsteeg 86
,EE,North Kristjan,19198,Tiina Fork 142,EE,North Jekaterinastad,,Pavel Lock 86
,EE,Palumouth,97685,Peeter Islands 42,AT,Wörgl,,Calvin-Mitter-Straße 50
,NL,Punthorst,7086 LB,Larastraat 137,NL,Punthorst,,Larastraat 137
,NL,Sint Jansklooster,9210 KF,Noorweg 85,NL,2e Exloërmond,,Vincebaan 98
,AT,Ternitz,7599,Blauensteinerweg 102,AT,Fürstenfeld,,Marvin-Jahn-Straße 111
,EE,South Marina,83491,Kuningas Pike 147,NL,Puttershoek,,Rikstraat 122
,EE,Pulkmouth,57994,Kalmus Trail 111,NL,Loënga,,Nadiaring 94
,AT,Mariazell,5414,Matilda-Scherzer-Gasse 129,AT,Althofen,,Mark-Rossmann-Ring 140
,AT,Fürstenfeld,2510,Marvin-Jahn-Straße 111,EE,Piretbury,,Laura Corners 45
,AT,Oberwälz,7370,Schützstraße 103,AT,Mattersburg,,Jasmine-Puntigam-Platz 74
,EE,Anneshire,31221,Rosenberg Crossroad 115,NL,Reeuwijk,,Jurrering 133
,NL,Bovenkarspel,1203 IS,Annemijnboulevard 149,NL,Broekhuizenvorst,,Milanlaan 109
,EE,Reimanntown,75020,Mäesalu Locks 135,NL,Wieringerwaard,,Sennapad 149
,NL,Zeijerveen,5296 CJ,Mickring 114,NL,Tienray,,Evelienpad 133
,AT,Stadtschlaining,9765,Lisa-Wöhrer-Straße 147,AT,Eggenburg,,Veronika-Himmelbauer-Straße 79
,NL,Ansen,8813 TF,Stefring 97,EE,Port Viktor,,Anu Isle 106
,NL,Wehl,3890 QA,Martsingel 139,AT,Ternitz,,Blauensteinerweg 102
,NL,Dreischor,3354 WO,Martdreef 99,AT,Bad Vöslau,,Kainzring 49
,EE,Enebury,74120,Müür Park 111,EE,North Sergeiburgh,,Villemson Ranch 78
,AT,Krems an der Donau,6060,Foidlstr. 65,AT,Eggenburg,,Veronika-Himmelbauer-Straße 79
,NL,Simpelveld,2743 UN,Sennasteeg 120,AT,Waidhofen an der Ybbs,,Steinkellnergasse 54
,AT,Gmunden,5878,Winterstr. 10,AT,Waidhofen an der Thaya,,Wilfingerring 135
,EE,Pulkmouth,57994,Kalmus Trail 111,AT,Pregarten,,Karoline-Horak-Gasse 146
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,NL,Echteld,,Berendpad 16
,EE,Palumouth,97685,Peeter Islands 42,NL,Lathum,,Amberhof 92
,NL,Loënga,5768 LO,Nadiaring 94,EE,Lake Dianastad,,Tatiana Viaduct 72
,EE,Port Viktor,23734,Anu Isle 106,AT,Ternitz,,Justin-Gross-Straße 126
,AT,Baden,1873,Barbara-Mitterlehner-Gasse 123,AT,Schwanenstadt,,Petra-Falkner-Straße 107
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,EE,Elenaville,,Maksim Crest 99
,NL,Hoofddorp,5788 LP,Saarsteeg 12,AT,Stadtschlaining,,Lisa-Wöhrer-Straße 147
,NL,Vuren,2498 UD,Aliciahof 116,NL,Westerhoven,,Sebastiaanhof 113
,AT,Fürstenfeld,2510,Marvin-Jahn-Straße 111,AT,Althofen,,Mark-Rossmann-Ring 140
,EE,West Anna,34769,Olga Key 51,NL,Meterik,,Timpad 65
,NL,Sint Jansklooster,9210 KF,Noorweg 85,NL,Wieringerwaard,,Sennapad 149
,EE,South Jaanuschester,93376,Ossipov Crossroad 139,AT,Wiener Neustadt,,Kernring 18
,NL,Lobith,5348 TT,Samsteeg 87,NL,Bovenkarspel,,Annemijnboulevard 149
,NL,Farmsum,2103 QS,Esmeeweg 105,EE,East Tiiuton,,Rand Point 116
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,EE,New Jelena,,Kristi Creek 38
,NL,2e Exloërmond,6794 GH,Vincebaan 98,AT,Mank,,Handlstr. 98
,NL,Echteld,7621 AK,Bilalring 122,AT,Oberndorf bei Salzburg,,Franz-Marx-Straße 1
,EE,East Siimland,23309,Kondratjev Pike 122,AT,Liezen,,Lily-Rechberger-Ring 65
,EE,Tõnuland,95547,Riina Gardens 123,EE,Port Alekseiland,,Aino Plains 117
,EE,Ülleview,82106,Valeri Locks 82,EE,Sillasteberg,,Rein Trail 98
,NL,Ewijk,3850 RP,Lukahof 42,AT,Baden,,Danilo-Mitterlehner-Gasse 113
,EE,Kozlovborough,21696,Paju Court 56,EE,North Irinaborough,,Priit Mount 91
,AT,Ternitz,4294,Justin-Gross-Straße 126,NL,Rijswijk (GLD),,Charlottebaan 71
,AT,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102,EE,East Alexanderhaven,,Anne Manor 145
,AT,Gmunden,9449,Aignergasse 94,NL,Oppenhuizen,,Milahof 74
,NL,Udenhout,8151 AR,Milanpad 127,AT,Schrems,,Matheo-Aschauer-Platz 119
,NL,Simpelveld,2743 UN,Sennasteeg 120,AT,Radenthein,,Benjamin-Tischler-Platz 73
,NL,Kerkrade,2575 PB,Lilysingel 63,NL,Dreumel,,Stenpad 39
,NL,Wijnjewoude,1022 QH,Keanosingel 76,EE,Annuschester,,Laas Stream 41
,EE,East Sergey,30532,Tarmo Lake 92,NL,Farmsum,,Esmeeweg 105
,NL,Reeuwijk,9251 OB,Jurrering 133,NL,Nieuwe Pekela,,Rikdreef 97
,NL,Achtmaal,7277 QZ,Suzeweg 129,EE,Lake Andreshaven,,Nõmme Hollow 68
,AT,Rottenmann,6888,Maida-Kocher-Straße 11,NL,Blokzijl,,Madeliefstraat 141
,NL,Westerbroek,8337 QD,Fennasteeg 133,AT,Frohnleiten,,Anita-Trattner-Straße 85
,NL,De Zilk,5250 EI,Sennalaan 52,NL,Wapse,,Aaliyahdreef 118
,NL,Simpelveld,2743 UN,Sennasteeg 120,AT,Mariazell,,Matilda-Scherzer-Gasse 129
,AT,Bad Hall,9626,Voglerstr. 135,NL,Markenbinnen,,Lolastraat 72
,AT,Scheibbs,6984,Höflergasse 51,EE,Lake Irinatown,,Laht Mews 133
,AT,Mautern an der Donau,9776,Isabella-Trinkl-Platz 135,AT,Groß-Enzersdorf,,Katharina-Stecher-Ring 136
,AT,Althofen,6456,Pachlergasse 7,NL,Bovenkarspel,,Annemijnboulevard 149
,NL,Lobith,5348 TT,Samsteeg 87,NL,Laag-Keppel,,Emmabaan 11
,NL,Stiens,8173 CV,Lindseyhof 123,EE,Kasemaabury,,Tiiu Port 116
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,EE,Õunburgh,,Nadežda Parkway 139
,NL,Punthorst,2368 YL,Suzepad 34,AT,Judenburg,,Jennifer-Bernhard-Gasse 77
,AT,Bad Hall,9626,Voglerstr. 135,AT,Wilhelmsburg,,Aichingerweg 17
,NL,Laag-Keppel,5912 EL,Emmabaan 11,AT,Schärding,,Neubacherweg 43
,AT,Enns,2160,Alara-Reif-Weg 88,NL,Bovenkarspel,,Annemijnboulevard 149
,EE,Põderberg,78693,Ossipov Road 24,NL,Broekhuizenvorst,,Milanlaan 109
,AT,Bischofshofen,8418,Stögergasse 56,AT,Waidhofen an der Thaya,,Wilfingerring 135
,AT,Judenburg,8262,Jennifer-Bernhard-Gasse 77,NL,Hierden,,Zoëweg 54
,EE,North Romanfurt,31917,Priit Street 91,EE,West Triin,,Nõmmik Views 107
,NL,Sleen,5361 RW,Linnbaan 30,NL,Wehl,,Martsingel 139
,NL,Stiens,8173 CV,Lindseyhof 123,EE,Kozlovborough,,Paju Court 56
,NL,Lathum,1463 YW,Amberhof 92,EE,East Valentinaside,,Mihkel Well 135
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,AT,Gföhl,,Rosa-Sorger-Straße 82
,EE,Jaanusborough,52268,Diana Island 107,NL,Grootschermer,,Isisring 85
,AT,Mattersburg,3850,Jasmine-Puntigam-Platz 74,NL,Beutenaken,,Gijsweg 99
,AT,Schrattenthal,5709,Elyas-Pieber-Gasse 121,AT,Traismauer,,Neumayerplatz 30
,AT,Bruck an der Leitha,3820,Larissa-Eberharter-Ring 62,EE,Lake Tõnushire,,Aivar Street 42
,AT,Schrattenthal,9535,Loiblplatz 8,EE,Annuschester,,Laas Stream 41
,AT,Oberwälz,7370,Schützstraße 103,NL,Kuitaart,,Bastiaanpad 40
,EE,Triinfurt,51891,Pukk Mission 3,EE,East Nikolai,,Tarassov Mission 81
,AT,Neulengbach,9365,Florentina-Schweitzer-Gasse 39,AT,Neunkirchen,,Boris-Ladner-Platz 8
,EE,West Mihkelton,89155,Maslov Walk 8,EE,West Mihkelton,,Maslov Walk 8
,EE,East Nikolai,80378,Tarassov Mission 81,EE,New Roman,,Katrin Spur 147
,AT,Ternitz,7599,Blauensteinerweg 102,EE,North Kristina,,Rätsep Mill 49
,NL,Oppenhuizen,7639 KX,Milahof 74,NL,Zevenhoven,,Jasmijnweg 8
,AT,Ebenfurth,8571,Levi-Schweiger-Weg 114,EE,Toomasberg,,Anu Trace 90
,AT,Enns,2160,Alara-Reif-Weg 88,AT,Herzogenburg,,Josef-Haderer-Ring 12
,AT,Dürnstein,5667,Dana-Neumayr-Straße 111,EE,Ülleview,,Valeri Locks 82
,NL,De Zilk,5250 EI,Sennalaan 52,AT,Liezen,,Lily-Rechberger-Ring 65
