label,left_birthDate,left_email,left_gender,left_jobTitle,left_knowsLanguage,left_name,right_birthDate,right_email,right_gender,right_jobTitle,right_knowsLanguage,right_name
,1971-06-22,mrdustinsantosjr@healthcare.org,Male,Nurse Practitioner,de,Mr. Dustin Santos Jr.,,,Male,Orthopedic Nurse,de,Roy Campbell
,1990-09-14,donnanicholson@healthcare.org,Female,Mental Health Nurse,de,Donna Nicholson,,,Female,General Practitioner,nl,Michelle Carter
,1995-08-22,tammythomas@healthcare.org,Female,Public Health Nurse,et,Tammy Thomas,,,Other,Dermatologist,de,Gabriela Welch MD
,1974-02-02,tammyallen@healthcare.org,Male,Gynecologist,de,Tammy Allen,,,Male,Geneticist,et,Brandon Martin
,1962-02-26,justincampbell@healthcare.org,Female,Pulmonary Function Technologist,nl,Justin Campbell,,,Male,Lung Function Technician,nl,Jessica Scott
,1968-05-18,jamiecochran@healthcare.org,Female,Radiologist,nl,Jamie Cochran,,,Other,Psychologist,de,Lisa Nunez
,1988-04-29,melindawilson@healthcare.org,Other,Hematologist,de,Melinda Wilson,,,Female,Epidemiologist,et,Lisa Foster
,1994-12-08,amandasmith@healthcare.org,Female,Pharmacy Technician,de,Amanda Smith,,,Male,Pulmonary Function Technologist,nl,Christopher Mullins
,1998-10-14,andreprice@healthcare.org,Other,Midwife,de,Andre Price,,,Female,Dermatology Nurse,nl,Amanda Jenkins
,1978-03-05,ronaldprice@healthcare.org,Other,Speech Pathologist,et,Ronald Price,,,Female,Urology Nurse,et,Olivia Cameron
,1992-03-04,kristamaddox@healthcare.org,Female,GI Nurse,et,Krista Maddox,,,Female,Dental Hygienist,de,Kimberly Hill
,1966-12-10,kevindixon@healthcare.org,Female,Endocrine Nurse,de,Kevin Dixon,,,Other,Plastic Surgeon,nl,Ms. Lori King
,1994-12-08,amandasmith@healthcare.org,Female,Pharmacy Technician,de,Amanda Smith,,,Other,GI Technician,nl,Michele Jones
,1976-03-19,elizabethmartinez@healthcare.org,Female,EKG Technician,nl,Elizabeth Martinez,,,Female,Cardiovascular Surgeon,nl,Christopher Baker
,1965-03-31,carlosjohnson@healthcare.org,Male,Dietitian,et,Carlos Johnson,,,Female,Histology Technician,et,Anna Tucker
,1965-05-10,taylorlee@healthcare.org,Female,Cytotechnologist,nl,Taylor Lee,,,Female,Cytotechnologist,nl,Laura Schultz
,1992-12-11,markpowell@healthcare.org,Female,Endocrine Nurse,nl,Mark Powell,,,Female,GI Technician,nl,Stephanie Pugh
,1970-12-28,elijahking@healthcare.org,Male,Lung Function Technician,et,Elijah King,,,Other,Infection Control Nurse,nl,Melissa Castillo
,1965-08-22,jamesdavis@healthcare.org,Female,Speech Therapist,et,James Davis,,,Male,Vision Therapist,et,Tanya Malone
,1983-11-06,alexanderhughes@healthcare.org,Female,Pulmonary Function Technologist,de,Alexander Hughes,,,Other,Physical Therapy Assistant,de,Brandi Duncan
,1984-03-05,melvingreene@healthcare.org,Other,Obstetrician,et,Melvin Greene,,,Female,Community Outreach Specialist,nl,Heather Gonzalez
,1962-05-13,thomasstephens@healthcare.org,Female,Environmental Health Officer,et,Thomas Stephens,,,Male,Orthopedic Surgeon,de,Laura Stephens
,1998-07-18,michaelking@healthcare.org,Female,Medical Assistant,et,Michael King,,,Other,Dermatology Nurse,de,Seth Morse
,1971-11-05,davidhill@healthcare.org,Male,Public Health Officer,nl,David Hill,,,Other,Physiotherapist,de,Paul Barr
,1986-06-03,robertmorgan@healthcare.org,Other,Orthodontist,de,Robert Morgan,,,Male,General Practitioner,de,Tammy Delgado
,1972-06-24,elizabethmartinez@healthcare.org,Other,Obstetrics Technician,et,Elizabeth Martinez,,,Male,Pathologist,et,Justin Lopez
,1981-10-25,bradleyharrell@healthcare.org,Male,Doula,de,Bradley Harrell,,,Female,Surgical Nurse,et,Tara Copeland
,1971-04-04,sophiaharrell@healthcare.org,Male,Cardiac Nurse,de,Sophia Harrell,,,Male,Orthodontist,et,Alec Graves
,1997-07-09,sonyasawyer@healthcare.org,Other,Environmental Health Officer,de,Sonya Sawyer,,,Female,Speech Therapist,de,Andrea Ruiz
,1960-01-04,markknight@healthcare.org,Female,GI Nurse,et,Mark Knight,,,Male,Hematologist,et,Jennifer Johnson
,1973-12-03,glendascott@healthcare.org,Other,Poison Control Specialist,et,Glenda Scott,,,Other,Lab Technician,et,Mark Grant
,1978-06-15,jenniferbarry@healthcare.org,Other,Therapist,de,Jennifer Barry,,,Other,Speech Pathologist,et,Ronald Price
,1988-03-28,dawnlee@healthcare.org,Other,Surgical Technologist,de,Dawn Lee,,,Other,Orthotic Specialist,et,Darren Myers
,1963-11-24,jeremypaul@healthcare.org,Other,Anesthesiology Nurse,et,Jeremy Paul,,,Other,Speech Pathologist,et,Ronald Price
,1999-10-12,lindanguyen@healthcare.org,Male,Pathologist,et,Linda Nguyen,,,Female,Cardiac Nurse,nl,Matthew Jackson
,1968-09-22,stephencummings@healthcare.org,Male,General Practitioner,de,Stephen Cummings,,,Female,Cardiac Nurse,de,Cynthia Moon
,1964-11-05,marknichols@healthcare.org,Other,Women's Health Nurse,et,Mark Nichols,,,Other,Toxicologist,et,Shelley Burns
,1994-07-04,mariagreer@healthcare.org,Male,Nutritionist,et,Maria Greer,,,Other,Anesthesiology Nurse,et,Jeremy Paul
,1991-06-21,dawnsmith@healthcare.org,Other,Orthopedic Nurse,et,Dawn Smith,,,Male,Hematology Nurse,et,Rachel Brown
,1972-09-17,wyattmiller@healthcare.org,Female,Urologist,de,Wyatt Miller,,,Other,Hematology Nurse,et,April Smith
,1983-07-09,jaychapman@healthcare.org,Male,Arthritis Specialist,de,Jay Chapman,,,Other,Health Educator,et,Christopher Mccormick
,1974-05-01,chasemitchell@healthcare.org,Female,Reconstructive Specialist,et,Chase Mitchell,,,Female,Anesthesiology Nurse,de,John Pineda
,1996-05-24,donaldgarcia@healthcare.org,Other,Clinical Genetics Specialist,de,Donald Garcia,,,Female,Obstetrics Technician,de,Hannah Miller
,1989-10-05,nicholaswood@healthcare.org,Other,Anesthesiology Nurse,nl,Nicholas Wood,,,Other,Health Educator,et,Elizabeth Fox
,1981-07-13,janetbyrd@healthcare.org,Male,Dental Hygienist,et,Janet Byrd,,,Other,Genetic Counselor,de,Steven Dyer
,1991-02-18,melissaroberts@healthcare.org,Female,Hematology Nurse,de,Melissa Roberts,,,Other,Dialysis Nurse,et,Ashley Hubbard
,1963-12-24,timothymiller@healthcare.org,Female,Respiratory Therapist,de,Timothy Miller,,,Other,Obstetrics Technician,nl,Grace Adams
,1971-05-07,ericnewton@healthcare.org,Other,Nutritionist,et,Eric Newton,,,Other,Pediatrician,de,Jodi Fox DDS
,1992-03-04,kristamaddox@healthcare.org,Female,GI Nurse,et,Krista Maddox,,,Male,Labor & Delivery Nurse,de,Deborah Blake
,1983-08-10,jacobbell@healthcare.org,Other,GI Technician,et,Jacob Bell,,,Other,Gerontology Nurse,et,Debra Meyers
,1994-06-15,msvictoriasanders@healthcare.org,Other,Infectious Disease Specialist,et,Ms. Victoria Sanders,,,Male,Sleep Technician,nl,Angela Rowe
,1974-07-10,karenmitchell@healthcare.org,Female,Pathologist,et,Karen Mitchell,,,Female,Foot Care Nurse,de,Joshua Barnett
,1971-04-04,sophiaharrell@healthcare.org,Male,Cardiac Nurse,de,Sophia Harrell,,,Female,Geriatrician,et,George Bell
,1962-12-03,charleneduncan@healthcare.org,Female,Pathologist,nl,Charlene Duncan,,,Other,Rheumatologist,et,Mark Bowen
,1992-08-25,heathersullivan@healthcare.org,Male,Cardiologist,et,Heather Sullivan,,,Male,Licensed Practical Nurse,et,Lisa Johnson
,1962-02-26,justincampbell@healthcare.org,Female,Pulmonary Function Technologist,nl,Justin Campbell,,,Other,Mental Health Nurse,et,Gilbert Martin
,1966-11-15,keithharper@healthcare.org,Male,Genetic Counselor,nl,Keith Harper,,,Other,Speech Pathologist,de,David Madden
,1994-10-30,michellemeyers@healthcare.org,Other,Urology Nurse,de,Michelle Meyers,,,Female,Poison Control Specialist,de,Douglas Liu
,1961-12-17,thomasfisher@healthcare.org,Other,Speech Pathologist,de,Thomas Fisher,,,Other,Community Health Worker,et,Clifford Blair
,1975-05-11,rachelbrown@healthcare.org,Male,Hematology Nurse,et,Rachel Brown,,,Female,Urologist,et,Lucas Larson
,1985-10-18,melissagomez@healthcare.org,Male,Obstetric Nurse,et,Melissa Gomez,,,Male,Cytotechnologist,nl,Randall Anderson
,1974-09-29,daniellemiller@healthcare.org,Other,Health Educator,de,Danielle Miller,,,Male,Geneticist,nl,Natalie Barr
,1976-11-07,markharris@healthcare.org,Other,Pathologist,de,Mark Harris,,,Male,Community Outreach Specialist,et,Susan Washington
,1995-08-22,tammythomas@healthcare.org,Female,Public Health Nurse,et,Tammy Thomas,,,Male,Pathologist,et,Cynthia Foster
,1968-07-05,davidmiller@healthcare.org,Male,Gastroenterologist,nl,David Miller,,,Male,Cardiologist,et,Heather Sullivan
,1973-12-28,williambailey@healthcare.org,Other,Toxicologist,et,William Bailey,,,Other,Doula,et,Allison Johnson
,1999-10-12,lindanguyen@healthcare.org,Male,Pathologist,et,Linda Nguyen,,,Female,Poison Control Specialist,et,Catherine Ramirez
,1995-08-31,taylorwagner@healthcare.org,Other,Hematology Nurse,de,Taylor Wagner,,,Other,Health Educator,nl,Matthew Beasley
,1974-02-13,larrymartin@healthcare.org,Male,Pathologist,nl,Larry Martin,,,Female,Clinical Genetics Specialist,nl,Keith Perez
,1966-05-27,cindymolina@healthcare.org,Other,Primary Care Nurse,nl,Cindy Molina,,,Other,Public Health Nurse,nl,Zachary Ellis
,1985-01-15,jenniferray@healthcare.org,Other,Cosmetic Surgery Nurse,nl,Jennifer Ray,,,Other,General Practitioner,et,Jeffrey Pham
,1986-03-26,lucasblevins@healthcare.org,Other,Midwife,de,Lucas Blevins,,,Female,Medical Assistant,de,Timothy Vargas
,1993-11-24,deborahmiller@healthcare.org,Male,Women's Health Nurse,et,Deborah Miller,,,Male,Orthopedic Nurse,et,Ashley Roy
,1991-07-03,emilyhensley@healthcare.org,Other,Therapist,et,Emily Hensley,,,Female,Optician,de,Crystal Willis
,1977-11-12,toddnelson@healthcare.org,Female,Epidemiologist,nl,Todd Nelson,,,Female,Blood Bank Technologist,et,Kaitlin Webb
,1968-09-22,stephencummings@healthcare.org,Male,General Practitioner,de,Stephen Cummings,,,Other,Lung Function Technician,et,Allison Lee
,1987-04-19,davidharrison@healthcare.org,Other,Foot Care Nurse,et,David Harrison,,,Other,Endocrinologist,de,Amy Stein
,1978-10-26,daniellejackson@healthcare.org,Female,Gynecologist,de,Danielle Jackson,,,Other,Women's Health Nurse,et,Jennifer Brooks
,1959-05-10,jeffreymoore@healthcare.org,Male,Hematology Nurse,et,Jeffrey Moore,,,Other,Endocrinologist,nl,Connor Young
,1964-08-29,stephaniepowell@healthcare.org,Male,Nutrition Counselor,nl,Stephanie Powell,,,Female,Pharmacist,nl,David Stone
,1998-03-03,alfredsmith@healthcare.org,Other,Speech Therapist,nl,Alfred Smith,,,Male,Orthopedic Surgeon,nl,Matthew Jenkins
,1959-12-12,sabrinabrown@healthcare.org,Other,Anesthesiology Nurse,de,Sabrina Brown,,,Other,Community Health Worker,nl,Travis Brady
,1968-09-18,krystalhayes@healthcare.org,Other,Community Outreach Specialist,nl,Krystal Hayes,,,Other,Doula,nl,William Shepherd
,1985-11-20,heatherfrazier@healthcare.org,Female,Skin Care Specialist,de,Heather Frazier,,,Female,Clinical Pharmacologist,nl,Gary Carter
,1995-03-31,nataliebarr@healthcare.org,Male,Geneticist,nl,Natalie Barr,,,Other,Gynecologist,et,Ashley Le
,1961-01-27,jerrygarcia@healthcare.org,Female,Registered Nurse,nl,Jerry Garcia,,,Other,Speech Pathologist,de,Thomas Fisher
,1974-12-18,rachelfrost@healthcare.org,Female,Sleep Technician,de,Rachel Frost,,,Male,Dermatologist,nl,Catherine Morales
,1972-03-18,valeriekramer@healthcare.org,Male,Therapist,nl,Valerie Kramer,,,Female,Obstetrics Technician,de,Andrea Clark
,1970-04-08,mrnathanjacobsmd@healthcare.org,Female,Nephrologist,et,Mr. Nathan Jacobs MD,,,Male,Urology Nurse,de,Megan Fernandez
,1999-10-12,lindanguyen@healthcare.org,Male,Pathologist,et,Linda Nguyen,,,Other,Psychiatrist,de,Valerie Chavez
,1989-11-05,colleenhubbard@healthcare.org,Other,Arthritis Specialist,nl,Colleen Hubbard,,,Female,Pulmonary Function Technologist,de,Alexander Hughes
,1973-06-08,carlfisher@healthcare.org,Male,ENT Specialist,nl,Carl Fisher,,,Female,Rheumatologist,nl,Douglas King
,1982-03-06,ericalexander@healthcare.org,Other,Physiotherapist,nl,Eric Alexander,,,Female,Infectious Disease Specialist,nl,Christina Barnes
,1983-06-16,kelseysmith@healthcare.org,Male,Respiratory Therapist,et,Kelsey Smith,,,Female,GI Technician,et,Jason Holmes
,1981-11-10,waynewilliams@healthcare.org,Female,Blood Bank Technologist,et,Wayne Williams,,,Female,Pathologist,et,Dustin Pena
,1992-07-02,zacharyellis@healthcare.org,Other,Public Health Nurse,nl,Zachary Ellis,,,Male,Gastroenterologist,nl,David Miller
,1996-10-09,karenjackson@healthcare.org,Male,Communication Disorders Specialist,nl,Karen Jackson,,,Other,Emergency Medical Technician,et,Robert Coleman
,1987-06-28,shariramirez@healthcare.org,Female,Nutrition Counselor,nl,Shari Ramirez,,,Male,Lung Function Technician,et,Louis Rivas
,1962-03-18,erikscott@healthcare.org,Male,Skin Care Specialist,de,Erik Scott,,,Other,Lung Function Technician,nl,Calvin Barr
,1972-02-21,melissastephens@healthcare.org,Male,General Practitioner,nl,Melissa Stephens,,,Male,Primary Care Nurse,de,Ronnie Gibson
,1996-02-02,kimberlyporter@healthcare.org,Female,Histology Technician,de,Kimberly Porter,,,Female,Urologist,nl,Mr. Robert Holmes
,1997-11-24,gabriellevine@healthcare.org,Other,Lab Technician,et,Gabriel Levine,,,Other,Emergency Medical Technician,et,Micheal Perez
,1981-07-13,janetbyrd@healthcare.org,Male,Dental Hygienist,et,Janet Byrd,,,Female,GI Technician,et,Sandra Martin
,1966-01-16,cynthiamoon@healthcare.org,Female,Cardiac Nurse,de,Cynthia Moon,,,Other,Orthodontist,et,Jason Vincent
,1996-08-26,karencohen@healthcare.org,Other,Endocrine Nurse,et,Karen Cohen,,,Other,Urology Nurse,nl,Christine Cole
,1978-12-22,michaellindsey@healthcare.org,Other,Rehabilitation Specialist,de,Michael Lindsey,,,Male,Cardiovascular Surgeon,de,Anthony Bentley
,1990-05-24,christopherolsen@healthcare.org,Female,Medical Assistant,de,Christopher Olsen,,,Other,Anesthesia Assistant,de,Amy Lane
,1965-08-22,jamesdavis@healthcare.org,Female,Speech Therapist,et,James Davis,,,Female,Psychiatrist,nl,Julie Gonzalez
,1985-06-22,shellyburgess@healthcare.org,Female,Primary Care Nurse,nl,Shelly Burgess,,,Male,Urologist,nl,Diana Ross
,1962-10-14,michaelsmithjr@healthcare.org,Male,Cosmetic Surgery Nurse,nl,Michael Smith Jr.,,,Male,Sleep Technician,nl,Angela Rowe
,1971-06-22,mrdustinsantosjr@healthcare.org,Male,Nurse Practitioner,de,Mr. Dustin Santos Jr.,,,Other,Dialysis Nurse,et,Ashley Hubbard
,1975-05-30,colleencooper@healthcare.org,Female,Pathologist,de,Colleen Cooper,,,Other,Women's Health Nurse,et,Jennifer Brooks
,1984-11-13,pamelahorn@healthcare.org,Other,Dermatology Nurse,de,Pamela Horn,,,Female,ENT Specialist,et,Michael Shepard
,1993-06-13,joannecoleman@healthcare.org,Male,Dermatologist,et,Joanne Coleman,,,Other,Community Outreach Specialist,nl,Krystal Hayes
,1971-03-04,timothystevenson@healthcare.org,Male,Community Outreach Specialist,et,Timothy Stevenson,,,Male,Dentist,nl,Christopher Clark
,1982-03-12,ashleyschneider@healthcare.org,Male,Skin Care Specialist,et,Ashley Schneider,,,Female,Skin Care Specialist,de,Timothy Phillips
,1982-11-24,cherylschmitt@healthcare.org,Male,Geneticist,et,Cheryl Schmitt,,,Female,Obstetric Nurse,nl,Emily Freeman
,1962-05-13,margaretlewis@healthcare.org,Other,Infectious Disease Specialist,et,Margaret Lewis,,,Female,Neonatal Nurse,de,Kristen Peterson
,1973-01-11,stevenjones@healthcare.org,Male,Orthotic Specialist,et,Steven Jones,,,Other,Obstetric Nurse,et,Travis Salazar
,1999-01-19,christinecole@healthcare.org,Other,Urology Nurse,nl,Christine Cole,,,Other,General Practitioner,et,Jeffrey Pham
,1995-09-16,melaniemcgee@healthcare.org,Other,Urology Nurse,et,Melanie Mcgee,,,Male,GI Technician,de,Elizabeth Chan
,1974-01-08,josephtrevino@healthcare.org,Male,Endocrinologist,de,Joseph Trevino,,,Female,Histology Technician,et,Anna Tucker
,1983-11-06,alexanderhughes@healthcare.org,Female,Pulmonary Function Technologist,de,Alexander Hughes,,,Other,Pathologist,nl,Angela Patterson
,1967-09-01,alexandramiller@healthcare.org,Other,Family Physician,et,Alexandra Miller,,,Female,Psychiatrist,de,Ariana Gardner
,1977-06-09,taramason@healthcare.org,Female,Neurological Nurse,nl,Tara Mason,,,Female,Lab Technician,nl,Terry Hoffman
,1961-03-20,codyhill@healthcare.org,Male,Elderly Care Specialist,de,Cody Hill,,,Female,Arthritis Specialist,nl,Linda Cain
,1994-04-21,matthewarcher@healthcare.org,Male,Arthritis Specialist,nl,Matthew Archer,,,Female,Lab Technician,nl,Terry Hoffman
,1991-04-23,jenniferpaul@healthcare.org,Male,Doula,et,Jennifer Paul,,,Other,Nurse Practitioner,nl,Derrick Coleman
,1991-11-25,jeremiahhughes@healthcare.org,Other,Morgue Attendant,de,Jeremiah Hughes,,,Male,Pulmonary Function Technologist,nl,Christopher Mullins
,1979-05-20,jessicajacobson@healthcare.org,Female,Toxicologist,nl,Jessica Jacobson,,,Other,Medical Laboratory Scientist,de,Kevin Cooper
,1982-11-24,cherylschmitt@healthcare.org,Male,Geneticist,et,Cheryl Schmitt,,,Other,Epidemiologist,de,Colin Wilson
,1971-03-07,douglasrasmussen@healthcare.org,Other,Neonatal Nurse,de,Douglas Rasmussen,,,Other,Geriatrician,et,Rebecca Palmer
,1965-07-08,victoriajohnson@healthcare.org,Male,Elderly Care Specialist,nl,Victoria Johnson,,,Female,GI Technician,et,Sandra Martin
,1976-04-14,kellymorgan@healthcare.org,Female,Environmental Health Officer,de,Kelly Morgan,,,Female,Blood Bank Technologist,nl,Edward Patterson
,1968-10-15,pamelatorres@healthcare.org,Other,Orthotic Specialist,de,Pamela Torres,,,Female,Surgical Nurse,et,Tara Copeland
,1959-08-22,timothyhuerta@healthcare.org,Other,Public Health Officer,nl,Timothy Huerta,,,Male,Gynecologist,nl,Matthew Williams
,1986-03-12,lisahernandez@healthcare.org,Other,Neonatal Nurse,nl,Lisa Hernandez,,,Other,Dental Hygienist,et,Brian Young
,1982-10-19,timothyvargas@healthcare.org,Female,Medical Assistant,de,Timothy Vargas,,,Other,ENT Specialist,de,Cody Mitchell
,1961-03-20,codyhill@healthcare.org,Male,Elderly Care Specialist,de,Cody Hill,,,Other,Gastroenterologist,de,Jessica Herrera
,1963-02-09,kyleharmon@healthcare.org,Female,Elderly Care Specialist,et,Kyle Harmon,,,Male,Speech Therapist,et,Savannah Mann
,1960-03-13,sandrahall@healthcare.org,Other,Genetic Counselor,et,Sandra Hall,,,Other,Obstetrician,et,Melvin Greene
,1960-02-06,shaunthompson@healthcare.org,Other,Blood Bank Technologist,et,Shaun Thompson,,,Other,Rheumatologist,et,Mark Bowen
,1967-11-14,ebonylee@healthcare.org,Other,Blood Bank Technologist,nl,Ebony Lee,,,Female,Poison Control Specialist,de,Douglas Liu
,1990-03-17,shawngreen@healthcare.org,Other,Obstetric Nurse,nl,Shawn Green,,,Other,Anesthesiologist,nl,Angelica Thompson
,1992-04-07,lisamorales@healthcare.org,Female,Lab Technician,nl,Lisa Morales,,,Male,Orthodontist,et,Alec Graves
,1972-11-14,dwaynerodriguez@healthcare.org,Other,Public Health Nurse,de,Dwayne Rodriguez,,,Female,Obstetrics Technician,de,Jasmine Cannon
,1980-01-26,tammydelgado@healthcare.org,Male,General Practitioner,de,Tammy Delgado,,,Male,Toxicologist,et,Pamela Tucker
,1976-03-19,elizabethmartinez@healthcare.org,Female,EKG Technician,nl,Elizabeth Martinez,,,Other,Hematology Nurse,et,April Smith
,1964-04-28,crystalanthony@healthcare.org,Other,Neurosurgeon,nl,Crystal Anthony,,,Other,Speech Pathologist,de,David Madden
,1960-06-30,ryanjohns@healthcare.org,Other,Epidemiologist,nl,Ryan Johns,,,Female,Clinical Pharmacologist,nl,Gary Carter
,1962-04-02,richardmartinez@healthcare.org,Female,Respiratory Therapist,nl,Richard Martinez,,,Male,Communication Disorders Specialist,de,Melissa Norris
,1970-10-28,joncannon@healthcare.org,Female,GI Nurse,de,Jon Cannon,,,Male,Midwife,et,Linda Knight
,1975-10-15,lindapittman@healthcare.org,Female,Endocrinologist,et,Linda Pittman,,,Male,Gerontology Nurse,nl,Timothy Robinson
,1984-06-24,sarahhardy@healthcare.org,Other,Cardiovascular Surgeon,et,Sarah Hardy,,,Female,Skin Care Specialist,de,Heather Frazier
,1965-01-15,cherylrodgers@healthcare.org,Male,Toxicologist,et,Cheryl Rodgers,,,Female,Speech Therapist,nl,Sandra Sandoval
,1974-06-24,davidstone@healthcare.org,Female,Pharmacist,nl,David Stone,,,Other,Gastroenterologist,nl,Abigail Elliott
,1998-03-03,alfredsmith@healthcare.org,Other,Speech Therapist,nl,Alfred Smith,,,Male,Pulmonologist,de,Sherri Farley
,1964-12-07,lukemartinezmd@healthcare.org,Male,Urology Nurse,et,Luke Martinez MD,,,Female,Community Outreach Specialist,nl,Anthony Bates
,1993-03-11,stephencunningham@healthcare.org,Other,Poison Control Specialist,et,Stephen Cunningham,,,Other,Gastroenterologist,de,Randy Rice
,1987-04-28,kimberlymills@healthcare.org,Other,Epidemiologist,et,Kimberly Mills,,,Female,GI Technician,et,Thomas Garcia
,1963-06-28,msallisonknightdvm@healthcare.org,Female,Speech Pathologist,de,Ms. Allison Knight DVM,,,Female,Rheumatologist,et,Samuel Brown
,1963-07-23,cherylwebb@healthcare.org,Other,Anesthesiology Nurse,et,Cheryl Webb,,,Male,Diet Technician,de,Patricia Mitchell
,1985-01-22,jessicasmith@healthcare.org,Female,MRI Technologist,de,Jessica Smith,,,Male,Histology Technician,et,Pamela Jackson
,1962-07-23,robertmiller@healthcare.org,Male,MRI Technologist,nl,Robert Miller,,,Female,Speech Therapist,et,James Davis
,1964-04-28,crystalanthony@healthcare.org,Other,Neurosurgeon,nl,Crystal Anthony,,,Female,Clinical Genetics Specialist,nl,Keith Perez
,1984-03-05,kylehowell@healthcare.org,Female,Morgue Attendant,et,Kyle Howell,,,Female,Community Health Worker,de,Deanna Smith
,1986-09-21,samuelbrown@healthcare.org,Female,Rheumatologist,et,Samuel Brown,,,Other,Obstetrics Technician,et,Elizabeth Martinez
,1976-07-10,amylane@healthcare.org,Other,Anesthesia Assistant,de,Amy Lane,,,Other,Health Educator,de,Danielle Miller
,1996-10-26,alyssawilliams@healthcare.org,Female,Orthopedic Surgeon,nl,Alyssa Williams,,,Other,Therapist,nl,Toni King
,1977-12-31,danieljohnson@healthcare.org,Other,Doula,nl,Daniel Johnson,,,Female,Neurologist,nl,Ashley Carter
,1973-01-11,stevenjones@healthcare.org,Male,Orthotic Specialist,et,Steven Jones,,,Female,Anesthesiologist,et,Vickie Hill
,1961-07-24,danielholmes@healthcare.org,Other,Pathologist,et,Daniel Holmes,,,Male,Anesthesiology Nurse,et,Lawrence Smith
,1984-01-24,petermiller@healthcare.org,Other,Medical Laboratory Scientist,et,Peter Miller,,,Other,Histology Technician,de,Angela Turner
,1995-04-30,michaelmeadows@healthcare.org,Female,Speech Therapist,de,Michael Meadows,,,Male,Elderly Care Specialist,nl,Victoria Johnson
,1988-12-31,katherineberry@healthcare.org,Female,Dental Assistant,nl,Katherine Berry,,,Other,Nutritionist,et,Eric Newton
,1989-10-03,sandrasmith@healthcare.org,Other,Endocrine Nurse,de,Sandra Smith,,,Other,Lung Function Technician,et,Allison Lee
,1998-10-25,matthewross@healthcare.org,Female,Otolaryngologist,de,Matthew Ross,,,Female,Rheumatologist,et,Martin Warren
,1969-04-19,angelagardner@healthcare.org,Other,Dietitian,de,Angela Gardner,,,Female,Environmental Health Officer,et,Robert Moreno
,1962-03-18,erikscott@healthcare.org,Male,Skin Care Specialist,de,Erik Scott,,,Male,Speech Pathologist,et,Anthony Turner
,1996-01-26,elizabethchan@healthcare.org,Male,GI Technician,de,Elizabeth Chan,,,Female,Public Health Officer,et,Chelsea Davis
,1984-03-05,melvingreene@healthcare.org,Other,Obstetrician,et,Melvin Greene,,,Female,Cardiologist,de,Edward Contreras
,1962-07-23,robertmiller@healthcare.org,Male,MRI Technologist,nl,Robert Miller,,,Male,Genetic Counselor,nl,Howard Morris
,1964-03-31,kimberlyhall@healthcare.org,Other,Medical Laboratory Scientist,et,Kimberly Hall,,,Female,GI Nurse,et,Mark Knight
,1960-12-29,marthajimenez@healthcare.org,Female,GI Technician,de,Martha Jimenez,,,Other,Epidemiologist,nl,Robert Smith
,1982-10-19,timothyvargas@healthcare.org,Female,Medical Assistant,de,Timothy Vargas,,,Other,Health Educator,nl,Matthew Beasley
,1993-10-04,anthonybentley@healthcare.org,Male,Cardiovascular Surgeon,de,Anthony Bentley,,,Other,Endocrinologist,et,Cameron Roberts
,1971-03-15,micheleswanson@healthcare.org,Male,Rheumatology Nurse,nl,Michele Swanson,,,Other,Medical Laboratory Scientist,de,Kevin Cooper
,1967-07-23,jasonbrown@healthcare.org,Female,Vision Therapist,et,Jason Brown,,,Female,Anesthesia Assistant,de,Andrew Phillips
,1967-09-09,michaelhahn@healthcare.org,Male,Respiratory Therapist,et,Michael Hahn,,,Female,Morgue Attendant,et,Kyle Howell
,1998-04-26,dianaphillips@healthcare.org,Other,Orthodontist,de,Diana Phillips,,,Male,Doula,et,Jennifer Paul
,1973-03-30,stevenboone@healthcare.org,Other,Pathologist,nl,Steven Boone,,,Female,Medical Assistant,de,Timothy Vargas
,1993-09-26,nicolebrownmd@healthcare.org,Female,Endocrinologist,de,Nicole Brown MD,,,Female,Sleep Technician,de,Rachel Frost
,1963-09-13,carlachurch@healthcare.org,Female,Obstetrician,de,Carla Church,,,Other,Epidemiologist,et,Corey Mcdaniel
,1978-07-06,warrenmcfarland@healthcare.org,Male,Infection Control Nurse,et,Warren Mcfarland,,,Other,Urology Nurse,de,Kimberly Jones
,1981-12-30,josephvillanueva@healthcare.org,Male,Respiratory Therapist,et,Joseph Villanueva,,,Male,Dermatologist,nl,Tracy Reed
,1996-05-18,debrabrown@healthcare.org,Female,Mental Health Nurse,de,Debra Brown,,,Other,Dermatologist,de,Mercedes Robles
,1998-03-03,alfredsmith@healthcare.org,Other,Speech Therapist,nl,Alfred Smith,,,Male,Cardiac Nurse,de,Patricia Bautista
,1962-04-20,michaelbentley@healthcare.org,Other,Lab Technician,de,Michael Bentley,,,Other,Gastroenterologist,de,Travis Young
,1991-06-23,juliahill@healthcare.org,Female,Nutritionist,et,Julia Hill,,,Other,Rehabilitation Specialist,et,Charles Owens
,1998-07-18,michaelking@healthcare.org,Female,Medical Assistant,et,Michael King,,,Male,Surgeon,et,Judy Williams
,1970-02-12,michaelpetersen@healthcare.org,Other,Women's Health Nurse,de,Michael Petersen,,,Male,Family Physician,et,Jacqueline Hamilton
,1988-08-30,janetherring@healthcare.org,Other,Lung Function Technician,et,Janet Herring,,,Male,Skin Care Specialist,nl,Kara Martinez
,1963-05-01,matthewrodriguez@healthcare.org,Other,Primary Care Nurse,nl,Matthew Rodriguez,,,Other,Toxicologist,nl,Zachary Willis
