label,left_addressCountry,left_addressLocality,left_postalCode,left_streetAddress,right_addressCountry,right_addressLocality,right_postalCode,right_streetAddress
,EE,North Marekbury,94678,Jaan Lights 107,AT,Wieselburg,8804,
,EE,Andreiside,45067,Anne Stravenue 82,EE,North Marekbury,94678,
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,NL,Grootschermer,2812 AU,
,NL,Empe,5280 KE,Kayleighpad 142,AT,Villach,2107,
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,AT,Wiener Neustadt,1976,
,EE,Aderport,41550,Nikiforov Mountains 28,EE,North Kristjan,19198,
,NL,Vorden,9898 VS,Kyanboulevard 125,EE,Lake Annelistad,34954,
,NL,Vorden,9898 VS,Kyanboulevard 125,EE,Lake Raivo,33773,
,NL,Wehl,3890 QA,Martsingel 139,AT,Gmunden,3043,
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,EE,Indrekmouth,67144,
,EE,North Tiiuville,20501,Reet Club 38,NL,Kerkrade,2575 PB,
,EE,East Sergey,30532,Tarmo Lake 92,EE,Kisseljovside,33477,
,AT,Wiener Neustadt,1976,Kernring 18,EE,Sergejevmouth,87483,
,EE,Elenaville,91331,Maksim Crest 99,NL,Angeren,9800 AU,
,NL,Beutenaken,7993 AP,Gijsweg 99,EE,East Nikolai,80378,
,AT,Waidhofen an der Thaya,2791,Erhartstraße 85,AT,Radenthein,7127,
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,AT,Stadtschlaining,9765,
,EE,Tuulikstad,28046,Novikov Place 120,EE,Mägichester,53090,
,NL,Steenenkamer,7522 PX,Livsteeg 9,NL,Kerkrade,2575 PB,
,NL,Meterik,9641 EG,Timpad 65,EE,Jaanusburgh,44952,
,AT,Dürnstein,1474,Grünwaldplatz 18,AT,Mariazell,5458,
,EE,Viktormouth,49275,Kiil Parks 137,EE,East Juri,74582,
,EE,Elenaville,91331,Maksim Crest 99,AT,Landeck,2308,
,AT,Feldkirchen,9505,Wirthstraße 27,AT,Köflach,1969,
,EE,South Elena,57329,Jekaterina Island 140,EE,Viktoriashire,33402,
,AT,Innsbruck,6940,Ava-Schütz-Gasse 99,AT,Bischofshofen,8418,
,EE,Port Alekseiland,37382,Aino Plains 117,AT,Ternitz,7599,
,NL,Simpelveld,2743 UN,Sennasteeg 120,AT,Kufstein,2617,
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,EE,West Triin,45898,
,EE,Piretbury,76255,Laura Corners 45,AT,Marchtrenk,4437,
,AT,Traun,9775,Igor-Grüner-Weg 111,EE,Aderport,41550,
,NL,Beutenaken,7993 AP,Gijsweg 99,EE,Aderport,41550,
,AT,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102,AT,Mariazell,5458,
,EE,Lake Peeterfort,56464,Laura Ville 32,AT,Baden,1873,
,EE,Viksburgh,72061,Viktor Points 24,AT,Gänserndorf,8049,
,AT,Rottenmann,4988,Elina-Wurzer-Platz 107,EE,North Romanfurt,31917,
,NL,Voorburg,8196 WK,Juulsteeg 36,AT,Purkersdorf,1916,
,AT,Herzogenburg,9244,Josef-Haderer-Ring 12,NL,Laag-Keppel,5912 EL,
,AT,Villach,2107,Verena-Riedmann-Straße 92,AT,Oberwälz,7370,
,NL,Basse,5137 CW,Amirabaan 48,EE,Kuuskmouth,18589,
,NL,Beek,8401 RT,Yaraweg 29,EE,Vladimirville,84750,
,NL,Monster,6397 YM,Joepboulevard 18,EE,Viktoriashire,33402,
,NL,Zijdewind,2212 BB,Aydenstraat 36,AT,Wieselburg,8804,
,EE,Lake Tõnushire,94797,Aivar Street 42,EE,West Mihkelton,89155,
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,NL,Lathum,1463 YW,
,EE,Jaanusborough,52268,Diana Island 107,NL,Rijswijk (GLD),4124 IT,
,EE,Indrekmouth,67144,Matvejev Orchard 138,AT,Waidhofen an der Ybbs,2963,
,NL,Blesdijke,7031 CH,Carlijnsteeg 86,AT,Gmunden,3043,
,AT,Neulengbach,1341,Haasstr. 75,EE,Annaview,19618,
,NL,Hierden,5852 XF,Zoëweg 54,NL,Basse,5137 CW,
,AT,Traun,9775,Igor-Grüner-Weg 111,EE,North Kristina,78705,
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,AT,Stockerau,1207,
,AT,Oberwälz,7370,Schützstraße 103,AT,Hainfeld,7929,
,NL,Tonden,6650 HE,Sophiepad 68,NL,Deest,4644 TX,
,NL,Wetsens,5380 XN,Zakarialaan 46,AT,Traismauer,9714,
,EE,Urmasland,21111,Anna Fork 68,AT,Oberwälz,7370,
,EE,Pulkmouth,57994,Kalmus Trail 111,AT,Neunkirchen,3226,
,AT,Drosendorf-Zissersdorf 1,2067,Maurerstraße 58,AT,Ebenfurth,8571,
,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3,NL,Zeijerveen,5296 CJ,
,EE,Elenafort,10405,Sergey Forge 83,AT,Feldkirchen,9505,
,NL,Westerbroek,8337 QD,Fennasteeg 133,NL,Nieuwe Wetering,7551 DV,
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,EE,Enebury,74120,
,AT,Stadtschlaining,9765,Lisa-Wöhrer-Straße 147,AT,Zistersdorf,8052,
,NL,Hekelingen,8055 SW,Azraweg 17,NL,Bovenkarspel,1203 IS,
,AT,Bad Leonfelden,2034,Estelle-Suppan-Platz 79,NL,Helvoirt,9135 MC,
,EE,East Sander,51250,Urb Point 70,AT,Mistelbach an der Zaya,1305,
,AT,Enns,2160,Alara-Reif-Weg 88,EE,West Andrei,67560,
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,EE,East Sergey,30532,
,EE,South Marina,83491,Kuningas Pike 147,NL,Laag-Keppel,5912 EL,
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,NL,Punthorst,7086 LB,
,EE,East Sander,51250,Urb Point 70,NL,Venhorst,1059 KC,
,EE,East Nikolai,80378,Tarassov Mission 81,AT,Villach,2107,
,AT,Neulengbach,9365,Florentina-Schweitzer-Gasse 39,EE,Vladimirville,84750,
,NL,Makkum,2114 MG,Tarasteeg 102,EE,East Sander,51250,
,EE,Tiitside,89287,Valentina Stravenue 16,NL,Markenbinnen,6167 FA,
,AT,Schrems,6626,Matheo-Aschauer-Platz 119,NL,Beerze,2439 GU,
,EE,Gontšarovburgh,53738,Tiina Brooks 18,AT,Judenburg,8262,
,NL,Renesse,9458 SS,Britthof 19,NL,Sint Jansklooster,9210 KF,
,AT,Neulengbach,1341,Haasstr. 75,AT,Scheibbs,6984,
,EE,Sergejevmouth,87483,Toots Ridges 101,EE,Mägichester,53090,
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,EE,Elenafort,10405,
,EE,Maiefurt,41478,Oras Locks 130,AT,Eggenburg,1653,
,NL,Deest,4644 TX,Mayastraat 90,EE,New Viktoria,59270,
,AT,Stockerau,1207,Salzmannplatz 32,AT,Frohnleiten,6578,
,AT,Ybbs an der Donau,8336,Helmstr. 61,EE,Reetbury,64161,
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,EE,New Roman,13028,
,NL,Venhorst,1059 KC,Mikastraat 133,AT,Grieskirchen,9040,
,NL,Simpelveld,2743 UN,Sennasteeg 120,NL,Simpelveld,2743 UN,
,AT,Enns,6783,Reischlstr. 110,AT,Mürzzuschlag,8603,
,NL,Stiens,8173 CV,Lindseyhof 123,NL,Hekelingen,8055 SW,
,EE,Urmasland,21111,Anna Fork 68,EE,North Aivarstad,78822,
,AT,Frohnleiten,6578,Vito-Tanzer-Ring 46,AT,Ybbs an der Donau,8336,
,AT,Raabs an der Thaya,9317,Scharfstr. 101,AT,Gföhl,7399,
,NL,Grootschermer,2812 AU,Isisring 85,EE,Ülleview,82106,
,AT,Freistadt,1267,Buchbergerring 81,AT,Völkermarkt,7251,
,EE,New Viktoria,59270,Marek Fords 19,NL,Dreischor,3354 WO,
,EE,Annuschester,41165,Laas Stream 41,AT,Bischofshofen,8418,
,EE,North Marekbury,94678,Jaan Lights 107,EE,Kuuskmouth,18589,
,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3,NL,Barendrecht,9916 ZQ,
,EE,East Nikolai,80378,Tarassov Mission 81,NL,Sleen,5361 RW,
,NL,2e Exloërmond,6794 GH,Vincebaan 98,AT,Zistersdorf,7590,
,AT,Leoben,7362,Konstantin-Koller-Ring 94,EE,Langtown,76772,
,EE,North Kristjan,19198,Tiina Fork 142,EE,Maiefurt,41478,
,EE,West Mihkelton,89155,Maslov Walk 8,AT,Zistersdorf,8052,
,NL,Den Horn,7237 IN,Lotpad 136,NL,Udenhout,8151 AR,
,NL,Kerkrade,2575 PB,Lilysingel 63,EE,South Jaanuschester,93376,
,EE,Enebury,74120,Müür Park 111,NL,Vuren,2498 UD,
,AT,Drosendorf-Zissersdorf 1,2067,Maurerstraße 58,AT,Mariazell,5414,
,NL,Meterik,9641 EG,Timpad 65,EE,Indrekmouth,67144,
,AT,Neunkirchen,3226,Boris-Ladner-Platz 8,AT,Purbach am Neusiedler See,2252,
,NL,2e Exloërmond,6794 GH,Vincebaan 98,EE,South Elena,57329,
,AT,Grieskirchen,9040,Alexander-Kopf-Weg 18,AT,Baden,2908,
,EE,Piretbury,76255,Laura Corners 45,AT,Bruck an der Leitha,3820,
,AT,Scheibbs,6984,Höflergasse 51,NL,Ansen,8813 TF,
,EE,South Kristi,80489,Galina Villages 104,NL,Beek,8401 RT,
,NL,Blokzijl,8697 EV,Madeliefstraat 141,NL,Wetsens,5380 XN,
,NL,2e Exloërmond,6794 GH,Vincebaan 98,AT,Ebenfurth,8571,
,AT,Fürstenfeld,9237,Nikolina-Kucera-Straße 39,AT,Wieselburg,8804,
,NL,De Zilk,5250 EI,Sennalaan 52,EE,Andreiside,45067,
,EE,Elenaville,91331,Maksim Crest 99,AT,Bregenz,4948,
,EE,North Tiiuville,20501,Reet Club 38,AT,Waidhofen an der Thaya,5432,
,NL,Westerhoven,4010 ND,Sebastiaanhof 113,EE,North Sergeiburgh,56893,
,EE,Kisseljovside,33477,Aleksandr Knolls 104,AT,Sankt Valentin,2330,
,NL,Hoofddorp,5788 LP,Saarsteeg 12,EE,Urmasland,21111,
,EE,Reimanntown,75020,Mäesalu Locks 135,EE,Langtown,76772,
,NL,Wieringerwaard,4884 ND,Sennapad 149,AT,Neunkirchen,3226,
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,AT,Purbach am Neusiedler See,2252,
,EE,North Irinaborough,12187,Priit Mount 91,EE,Sergejevmouth,87483,
,AT,Völkermarkt,7251,John-Varga-Straße 113,NL,Hidaard,1008 JC,
,NL,Oldenzijl,4196 EO,Felixstraat 76,NL,Tienray,9511 QK,
,AT,Fürstenfeld,9237,Nikolina-Kucera-Straße 39,NL,Nieuwe Pekela,2569 KW,
,NL,'s-Graveland,5492 CV,Mikepad 33,EE,North Irinaborough,12187,
,NL,Egmond-Binnen,6400 YE,Gerritring 67,NL,Voorburg,8196 WK,
,EE,Kristiinaburgh,43198,Reet Port 145,NL,Simpelveld,2743 UN,
,AT,Traismauer,9714,Neumayerplatz 30,NL,Westerhoven,4010 ND,
,AT,Herzogenburg,9244,Josef-Haderer-Ring 12,EE,Lake Annelistad,34954,
,EE,Toomasberg,18879,Anu Trace 90,EE,New Jelena,89190,
,EE,Port Viktor,23734,Anu Isle 106,AT,Enns,6783,
,NL,De Zilk,5250 EI,Sennalaan 52,EE,Palumouth,97685,
,EE,Lake Annelistad,34954,Laura Lodge 8,EE,Õunburgh,72780,
,NL,Beek,8401 RT,Yaraweg 29,EE,East Siimland,23309,
,AT,Mistelbach an der Zaya,1305,Adamweg 34,AT,Oberndorf bei Salzburg,2976,
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,NL,Deest,4644 TX,
,EE,Kisseljovside,33477,Aleksandr Knolls 104,NL,Lengel,3250 EH,
,NL,Schaijk,2940 CD,Juliesingel 112,EE,Jaanusburgh,44952,
,EE,East Valentinaside,86682,Mihkel Well 135,NL,'s-Graveland,5492 CV,
,EE,North Natalja,19732,Lebedev Extensions 76,AT,Pregarten,5773,
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,AT,Mattersburg,6922,
,AT,Landeck,2308,Fitzstraße 14,NL,Egmond-Binnen,6400 YE,
,AT,Feldkirchen,2486,Walterplatz 132,NL,Westerbroek,8337 QD,
,AT,Ferlach,6055,Fernando-Polzer-Platz 77,EE,Ülleview,82106,
,AT,Dornbirn,6636,Erhartgasse 8,NL,Oldenzijl,4196 EO,
,NL,Hidaard,1008 JC,Jasperhof 106,AT,Sankt Pölten,2851,
,NL,Zeijerveen,5296 CJ,Mickring 114,NL,Broekhuizenvorst,6061 BU,
,AT,Braunau am Inn,3125,Jasper-Heller-Gasse 49,AT,Stadtschlaining,3202,
,NL,Markenbinnen,6167 FA,Lolastraat 72,AT,Schrattenthal,5709,
,AT,Wieselburg,2431,Ellergasse 123,EE,North Kristjan,19198,
,AT,Amstetten,8952,Waldnergasse 42,EE,Kristiinaburgh,43198,
,AT,Landeck,2308,Fitzstraße 14,AT,Judenburg,8262,
,NL,Wehl,3890 QA,Martsingel 139,EE,Kristiinaburgh,43198,
,AT,Innsbruck,6940,Ava-Schütz-Gasse 99,EE,New Viktoria,59270,
,AT,Oberndorf bei Salzburg,2976,Franz-Marx-Straße 1,EE,Lake Tõnushire,94797,
,EE,Annaview,19618,Aino Divide 11,EE,East Sander,51250,
,NL,Wehl,3890 QA,Martsingel 139,EE,West Anna,34769,
,EE,Lake Tõnushire,94797,Aivar Street 42,AT,Grieskirchen,9040,
,AT,Althofen,2500,Mark-Rossmann-Ring 140,NL,Beerze,2439 GU,
,AT,Mautern an der Donau,9776,Isabella-Trinkl-Platz 135,EE,East Siimland,23309,
,AT,Dürnstein,1474,Grünwaldplatz 18,EE,East Nikolai,80378,
,EE,Vainmouth,72093,Aino Cape 70,EE,Triinfurt,51891,
,AT,Innsbruck,2915,Leopold-Krainer-Platz 29,AT,Oberndorf bei Salzburg,2976,
,NL,Mander,9197 HA,Mehmetstraat 86,NL,Slijkenburg,9504 AE,
,NL,Empe,5280 KE,Kayleighpad 142,AT,Oberndorf bei Salzburg,5038,
,EE,New Viktoria,59270,Marek Fords 19,NL,Farmsum,2103 QS,
,NL,Vries,7387 RO,Youssefdreef 133,NL,Broekhuizenvorst,6061 BU,
,AT,Villach,2107,Verena-Riedmann-Straße 92,NL,Deest,4644 TX,
,AT,Trieben,3252,Melisa-Werner-Straße 111,NL,'s-Graveland,5492 CV,
,AT,Althofen,2500,Mark-Rossmann-Ring 140,NL,Tripscompagnie,8550 YW,
,EE,South Meelis,74495,Aleksandr Pines 41,EE,Kisseljovside,33477,
,EE,South Elena,57329,Jekaterina Island 140,EE,West Triin,45898,
,NL,Nieuwe Wetering,7551 DV,Fatimasteeg 138,AT,Leibnitz,7672,
,NL,Echteld,7621 AK,Bilalring 122,NL,Vorden,9898 VS,
,AT,Frohnleiten,2476,Reichmannweg 137,NL,Grootschermer,2812 AU,
,EE,Langtown,76772,Anna Inlet 146,AT,Groß-Enzersdorf,5588,
,AT,Bärnbach,1478,Schiestlweg 58,NL,Vorden,9898 VS,
,NL,Laag-Keppel,5912 EL,Emmabaan 11,EE,North Kristina,64165,
,AT,Freistadt,1267,Buchbergerring 81,EE,West Andrei,67560,
,AT,Traun,9775,Igor-Grüner-Weg 111,NL,Wieringerwaard,4884 ND,
,NL,Lengel,3250 EH,Pimstraat 126,EE,East Juri,74582,
,AT,Hainburg an der Donau,5910,Stefanie-Suppan-Ring 31,EE,Lake Andreshaven,70072,
,NL,Punthorst,2368 YL,Suzepad 34,NL,Oldenzijl,4196 EO,
,EE,East Siimland,23309,Kondratjev Pike 122,EE,Ülleview,82106,
,EE,Jaanusburgh,44952,Gontšarov Square 129,EE,Gontšarovburgh,53738,
,EE,Kozlovborough,21696,Paju Court 56,EE,East Tiiuton,54724,
,NL,Renesse,9458 SS,Britthof 19,EE,Indrekmouth,67144,
,EE,Gontšarovburgh,53738,Tiina Brooks 18,AT,Landeck,2308,
,EE,Indrekmouth,67144,Matvejev Orchard 138,NL,Eindhoven,2501 AW,
,AT,Waidhofen an der Ybbs,2963,Steinkellnergasse 54,AT,Bärnbach,1478,
,EE,East Sergey,30532,Tarmo Lake 92,AT,Rottenmann,4988,
,NL,Meterik,9641 EG,Timpad 65,AT,Schärding,2475,
,NL,Dreischor,3354 WO,Martdreef 99,NL,Angeren,9800 AU,
,AT,Raabs an der Thaya,5206,Tim-Scholz-Weg 102,EE,Kisseljovside,33477,
,AT,Marchtrenk,4437,Hofstätterring 12,EE,New Viktoria,59270,
,AT,Scheibbs,6984,Höflergasse 51,AT,Baden,1873,
,EE,Alexandermouth,54606,Jaan River 88,AT,Ternitz,4294,
,AT,Drosendorf-Zissersdorf 1,2067,Maurerstraße 58,NL,Venhorst,1059 KC,
,AT,Rottenmann,2285,Madeleine-Teufl-Ring 6,EE,East Juri,74582,
,AT,Enns,2160,Alara-Reif-Weg 88,NL,Farmsum,2103 QS,
,AT,Leoben,7362,Konstantin-Koller-Ring 94,EE,Kuuskmouth,18589,
,AT,Sankt Valentin,3787,Cornelius-Mitterer-Ring 83,EE,South Meelis,74495,
,NL,Reeuwijk,9251 OB,Jurrering 133,EE,Tiitside,89287,
,EE,Kozlovborough,21696,Paju Court 56,AT,Leibnitz,7672,
,NL,Deest,4644 TX,Mayastraat 90,EE,Mägichester,53090,
,NL,Hoofddorp,5788 LP,Saarsteeg 12,AT,Wiener Neustadt,1976,
,EE,Elenaville,91331,Maksim Crest 99,NL,Barendrecht,9916 ZQ,
,NL,Wapse,6493 TX,Aaliyahdreef 118,EE,East Siimland,23309,
,NL,Rijswijk (GLD),4124 IT,Charlottebaan 71,EE,South Jaanuschester,93376,
,EE,South Kristi,80489,Galina Villages 104,EE,Jevgenifort,84956,
,EE,North Kristjan,19198,Tiina Fork 142,NL,Mander,9197 HA,
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,NL,Bovenkarspel,1203 IS,
,AT,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50,AT,Sankt Pölten,2851,
,EE,West Triin,45898,Nõmmik Views 107,AT,Dornbirn,6636,
,AT,Althofen,6456,Pachlergasse 7,NL,Dreumel,5051 YZ,
,NL,Slijkenburg,9504 AE,Joëlboulevard 47,AT,Mank,3433,
,NL,Lathum,1463 YW,Amberhof 92,EE,East Sergey,30532,
,AT,Bruck an der Leitha,3820,Larissa-Eberharter-Ring 62,AT,Gmunden,5878,
,AT,Wolfsberg,8575,Laureen-Heindl-Gasse 109,AT,Retz,6077,
,AT,Trieben,3252,Melisa-Werner-Straße 111,NL,Mander,9197 HA,
,AT,Bruck an der Leitha,3820,Larissa-Eberharter-Ring 62,AT,Poysdorf,9968,
,AT,Sankt Valentin,2330,Kalteneggerring 37,AT,Wolfsberg,8575,
,NL,Vries,7387 RO,Youssefdreef 133,EE,Ülleview,82106,
,AT,Frohnleiten,2476,Reichmannweg 137,AT,Stadtschlaining,3202,
,NL,Zevenhoven,4578 MH,Jasmijnweg 8,EE,North Sergeiburgh,56893,
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,NL,Bakhuizen,2328 GS,
,EE,Reimanntown,75020,Mäesalu Locks 135,AT,Feldkirchen,2486,
,AT,Waidhofen an der Ybbs,2963,Steinkellnergasse 54,EE,Kozlovborough,21696,
,AT,Wilhelmsburg,9737,Aichingerweg 17,EE,Palumouth,97685,
,AT,Eggenburg,1653,Veronika-Himmelbauer-Straße 79,AT,Raabs an der Thaya,9317,
,NL,Eindhoven,2501 AW,Tijslaan 138,EE,Õunburgh,72780,
,AT,Baden,1873,Barbara-Mitterlehner-Gasse 123,EE,Sillasteberg,66820,
,AT,Schrattenthal,9535,Loiblplatz 8,AT,Schrattenthal,9535,
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,EE,Andreiside,45067,
,AT,Schwanenstadt,1006,Petra-Falkner-Straße 107,AT,Amstetten,9831,
,AT,Dornbirn,6636,Erhartgasse 8,AT,Zistersdorf,7590,
,NL,Angeren,9800 AU,Daniweg 69,NL,IJsselham,7370 DH,
,EE,Viktormouth,49275,Kiil Parks 137,EE,East Tiiuton,54724,
,EE,Lake Annelistad,34954,Laura Lodge 8,NL,Makkum,1350 SM,
,NL,Haren Gn,2740 RV,Merlehof 84,EE,East Nikolai,80378,
,NL,Stiens,8173 CV,Lindseyhof 123,AT,Amstetten,9831,
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,AT,Wels,5487,
,AT,Baden,1873,Barbara-Mitterlehner-Gasse 123,EE,South Meelis,74495,
,EE,Lake Irinatown,86538,Laht Mews 133,NL,'s-Graveland,5492 CV,
,EE,Eveshire,98391,Tamara Trafficway 105,NL,Punthorst,7086 LB,
,AT,Dürnstein,5667,Dana-Neumayr-Straße 111,AT,Bad Radkersburg,2617,
,AT,Zistersdorf,7590,Rothstr. 97,AT,Gmunden,5878,
,AT,Althofen,2500,Mark-Rossmann-Ring 140,AT,Retz,6077,
,NL,Schaijk,2940 CD,Juliesingel 112,AT,Neunkirchen,3226,
,AT,Bischofshofen,8418,Stögergasse 56,NL,Broekhuizenvorst,6061 BU,
,EE,Palumouth,97685,Peeter Islands 42,AT,Sankt Valentin,2330,
,AT,Traismauer,9714,Neumayerplatz 30,AT,Ternitz,4294,
,AT,Feldkirchen,2486,Walterplatz 132,EE,North Kristina,78705,
,AT,Waidhofen an der Thaya,2791,Erhartstraße 85,AT,Wolfsberg,8575,
,AT,Rottenmann,4634,Lara-Schön-Weg 67,AT,Klagenfurt,4852,
,AT,Dürnstein,5667,Dana-Neumayr-Straße 111,EE,Kasemaabury,83887,
,NL,Punthorst,2368 YL,Suzepad 34,AT,Dürnstein,1474,
,EE,Port Antsmouth,69810,Raag Stream 119,EE,East Valentinaside,86682,
,EE,South Elena,57329,Jekaterina Island 140,EE,North Tiiuville,20501,
,AT,Mariazell,5458,Richard-Gamsjäger-Weg 134,NL,Markenbinnen,6167 FA,
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,EE,North Sergeiburgh,56893,
,EE,Sillasteberg,66820,Rein Trail 98,NL,Voorburg,8196 WK,
,NL,Wehl,3890 QA,Martsingel 139,AT,Amstetten,8952,
,NL,Grubbenvorst,1868 RZ,Johannasingel 43,AT,Sankt Pölten,2851,
,EE,Andreiside,45067,Anne Stravenue 82,NL,Vorden,9898 VS,
,AT,Zistersdorf,7590,Rothstr. 97,AT,Traismauer,9714,
,AT,Oberndorf bei Salzburg,5038,Luise-Reiter-Ring 102,NL,Deest,4644 TX,
,AT,Braunau am Inn,3125,Jasper-Heller-Gasse 49,AT,Retz,6077,
,NL,Wieringerwaard,4884 ND,Sennapad 149,AT,Krems an der Donau,6060,
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,NL,Loënga,5768 LO,
,NL,Wijnjewoude,1022 QH,Keanosingel 76,NL,Haren Gn,2740 RV,
,NL,Renesse,9458 SS,Britthof 19,AT,Traun,9775,
,NL,Laag-Keppel,5912 EL,Emmabaan 11,EE,North Irinaborough,12187,
,EE,North Tiinahaven,82365,Jekaterina Lake 44,NL,Markenbinnen,6167 FA,
,NL,Dreumel,5051 YZ,Stenpad 39,EE,North Kristina,64165,
,AT,Althofen,6456,Pachlergasse 7,AT,Frohnleiten,9094,
,EE,South Jüri,41096,Sarap Crest 87,EE,East Sander,51250,
,AT,Gänserndorf,8049,Nikolai-Scheucher-Ring 93,NL,Laag-Keppel,5912 EL,
,EE,North Romanfurt,31917,Priit Street 91,AT,Judenburg,8262,
,EE,Jevgenifort,84956,Kadri Island 34,AT,Bärnbach,1478,
,EE,Annaview,92404,Nadežda Spring 67,AT,Baden,1873,
,NL,Steenenkamer,7522 PX,Livsteeg 9,AT,Amstetten,9831,
,AT,Ternitz,7599,Blauensteinerweg 102,NL,Kuitaart,8918 NH,
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,NL,Grubbenvorst,1868 RZ,
,AT,Innsbruck,6940,Ava-Schütz-Gasse 99,AT,Eggenburg,1653,
,NL,Schaijk,2940 CD,Juliesingel 112,EE,Piretbury,76255,
,EE,Annaview,19618,Aino Divide 11,EE,Kisseljovside,33477,
,NL,Nieuw-Weerdinge,1897 GE,Deandreef 26,AT,Kindberg,3707,
,EE,Langtown,76772,Anna Inlet 146,NL,Laag-Keppel,5912 EL,
,AT,Rottenmann,2285,Madeleine-Teufl-Ring 6,AT,Feldkirchen,2486,
,AT,Bad Radkersburg,2617,Wöhrerplatz 23,EE,Viktoriashire,33402,
,NL,Grootschermer,2812 AU,Isisring 85,AT,Baden,2908,
,AT,Leoben,7362,Konstantin-Koller-Ring 94,AT,Neunkirchen,3226,
,AT,Trieben,6473,Frida-Yilmaz-Gasse 127,AT,Gmunden,9449,
,EE,Lake Tõnushire,94797,Aivar Street 42,EE,New Jelena,89190,
,AT,Jennersdorf,4114,Nikola-Schwab-Ring 3,EE,Aderport,41550,
,NL,Wetsens,5380 XN,Zakarialaan 46,NL,Punthorst,7086 LB,
,EE,West Andrei,67560,Jelena Rapid 28,EE,East Valentinaside,86682,
,EE,Sillasteberg,66820,Rein Trail 98,AT,Altheim,2279,
,NL,Hidaard,1008 JC,Jasperhof 106,EE,Enebury,74120,
,EE,Kuuskmouth,18589,Olga Hollow 46,AT,Sankt Pölten,2851,
,AT,Bad Hall,7287,Fritschstraße 10,AT,Gmunden,9449,
,NL,Helvoirt,9135 MC,Beratbaan 11,EE,Jaanusborough,52268,
,NL,Wieringerwaard,4884 ND,Sennapad 149,AT,Köflach,1969,
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,EE,West Mihkelton,89155,
,NL,Udenhout,8151 AR,Milanpad 127,NL,Eindhoven,2501 AW,
,AT,Frohnleiten,9094,Anita-Trattner-Straße 85,AT,Hartberg,4189,
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,NL,Barendrecht,9916 ZQ,
,AT,Wörgl,1110,Calvin-Mitter-Straße 50,AT,Waidhofen an der Thaya,2791,
,AT,Schrattenthal,5709,Elyas-Pieber-Gasse 121,AT,Gmunden,5878,
,NL,De Zilk,5250 EI,Sennalaan 52,NL,Zeijerveen,5296 CJ,
,NL,Monster,6397 YM,Joepboulevard 18,NL,Echteld,7621 AK,
,AT,Ternitz,7599,Blauensteinerweg 102,AT,Jennersdorf,4114,
,EE,Kisseljovside,33477,Aleksandr Knolls 104,AT,Oberwälz,7370,
,AT,Zistersdorf,8052,Aleksandra-Friedrich-Straße 11,EE,Gontšarovburgh,53738,
,NL,Lathum,1463 YW,Amberhof 92,NL,Voorthuizen,1552 NU,
,NL,Lobith,5348 TT,Samsteeg 87,NL,Echteld,6042 AC,
,AT,Marchtrenk,4437,Hofstätterring 12,AT,Neulengbach,9365,
,EE,Põderberg,78693,Ossipov Road 24,NL,Nieuw-Weerdinge,1897 GE,
,EE,Lake Triin,47768,Aasa Land 144,NL,IJsselham,7370 DH,
,EE,Anneshire,31221,Rosenberg Crossroad 115,NL,Wetsens,5380 XN,
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,NL,Ewijk,3850 RP,
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,AT,Mistelbach an der Zaya,1305,
,NL,Punthorst,2368 YL,Suzepad 34,AT,Ternitz,4294,
,EE,West Triin,45898,Nõmmik Views 107,AT,Braunau am Inn,3125,
,AT,Dürnstein,6578,Calvin-Kasper-Straße 46,EE,North Aivarstad,78822,
,EE,Maiefurt,41478,Oras Locks 130,AT,Schrattenthal,5709,
,NL,Voorthuizen,1552 NU,Tiesweg 137,AT,Oberpullendorf,5724,
